fname, cmd, raw.kb, zip.kb, dec.kb, elapsed.ms, eps, CR, MAE, RMSE, L.inf, PSNR.dB, tot-segs, deg-1, deg-2, deg-3, deg-4
obs_spitzer_50000, PWPR(2), 195.312, 123.364, 195.312, 6.617, 1.900, 1.583, 0.713, 0.899, 1.900, 58.072, 7584, 0, 7584, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 115.626, 195.312, 6.110, 2.000, 1.689, 0.759, 0.952, 2.000, 57.578, 7098, 0, 7098, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 109.026, 195.312, 5.640, 2.100, 1.791, 0.799, 0.999, 2.100, 57.162, 6691, 0, 6691, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 102.766, 195.312, 5.525, 2.200, 1.901, 0.840, 1.046, 2.200, 56.763, 6297, 0, 6297, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 96.657, 195.312, 5.252, 2.300, 2.021, 0.879, 1.092, 2.300, 56.382, 5911, 0, 5911, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 90.449, 195.312, 4.800, 2.400, 2.159, 0.912, 1.134, 2.400, 56.058, 5526, 0, 5526, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 85.021, 195.312, 4.495, 2.500, 2.297, 0.950, 1.179, 2.500, 55.721, 5187, 0, 5187, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 79.425, 195.312, 4.210, 2.600, 2.459, 0.976, 1.213, 2.600, 55.471, 4838, 0, 4838, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 73.886, 195.312, 3.942, 2.700, 2.643, 1.010, 1.254, 2.700, 55.182, 4493, 0, 4493, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 69.203, 195.312, 3.709, 2.800, 2.822, 1.038, 1.290, 2.800, 54.940, 4204, 0, 4204, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 64.971, 195.312, 3.474, 2.900, 3.006, 1.065, 1.323, 2.900, 54.716, 3941, 0, 3941, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 60.797, 195.312, 3.160, 3.000, 3.213, 1.089, 1.355, 3.000, 54.508, 3682, 0, 3682, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 56.502, 195.312, 2.961, 3.100, 3.457, 1.111, 1.384, 3.100, 54.327, 3416, 0, 3416, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 52.843, 195.312, 2.816, 3.200, 3.696, 1.132, 1.412, 3.200, 54.153, 3190, 0, 3190, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 49.736, 195.312, 2.594, 3.300, 3.927, 1.151, 1.440, 3.300, 53.985, 2998, 0, 2998, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 47.052, 195.312, 2.484, 3.400, 4.151, 1.166, 1.459, 3.400, 53.867, 2832, 0, 2832, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 44.392, 195.312, 2.382, 3.500, 4.400, 1.185, 1.485, 3.500, 53.715, 2666, 0, 2666, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 42.106, 195.312, 2.259, 3.600, 4.639, 1.202, 1.508, 3.600, 53.579, 2523, 0, 2523, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 39.772, 195.312, 2.154, 3.700, 4.911, 1.216, 1.529, 3.700, 53.462, 2382, 0, 2382, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 37.582, 195.312, 2.006, 3.800, 5.197, 1.229, 1.548, 3.800, 53.353, 2245, 0, 2245, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 35.617, 195.312, 1.850, 3.900, 5.484, 1.240, 1.565, 3.900, 53.259, 2126, 0, 2126, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 33.876, 195.312, 1.777, 4.000, 5.766, 1.253, 1.584, 4.000, 53.157, 2019, 0, 2019, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 32.219, 195.312, 1.730, 4.100, 6.062, 1.261, 1.597, 4.100, 53.084, 1921, 0, 1921, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 31.131, 195.312, 1.627, 4.200, 6.274, 1.270, 1.610, 4.200, 53.015, 1853, 0, 1853, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 30.049, 195.312, 1.583, 4.300, 6.500, 1.280, 1.624, 4.300, 52.939, 1785, 0, 1785, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 29.032, 195.312, 1.491, 4.400, 6.727, 1.287, 1.634, 4.400, 52.882, 1721, 0, 1721, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 27.882, 195.312, 1.445, 4.500, 7.005, 1.297, 1.650, 4.500, 52.800, 1652, 0, 1652, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 27.166, 195.312, 1.417, 4.600, 7.190, 1.304, 1.661, 4.600, 52.742, 1608, 0, 1608, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 26.229, 195.312, 1.371, 4.700, 7.447, 1.312, 1.673, 4.700, 52.681, 1549, 0, 1549, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 25.296, 195.312, 1.349, 4.800, 7.721, 1.322, 1.685, 4.799, 52.617, 1493, 0, 1493, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 24.716, 195.312, 1.334, 4.900, 7.902, 1.328, 1.696, 4.900, 52.562, 1458, 0, 1458, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 23.904, 195.312, 1.216, 5.000, 8.171, 1.335, 1.707, 5.000, 52.506, 1409, 0, 1409, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 23.124, 195.312, 1.204, 5.100, 8.446, 1.342, 1.717, 5.100, 52.452, 1364, 0, 1364, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 22.591, 195.312, 1.162, 5.200, 8.646, 1.347, 1.726, 5.200, 52.411, 1332, 0, 1332, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 22.205, 195.312, 1.221, 5.300, 8.796, 1.352, 1.734, 5.300, 52.369, 1307, 0, 1307, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 21.730, 195.312, 1.168, 5.400, 8.988, 1.359, 1.745, 5.400, 52.316, 1278, 0, 1278, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 21.267, 195.312, 1.197, 5.500, 9.184, 1.365, 1.755, 5.500, 52.263, 1251, 0, 1251, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 20.883, 195.312, 1.124, 5.600, 9.353, 1.369, 1.762, 5.600, 52.229, 1229, 0, 1229, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 20.619, 195.312, 1.131, 5.700, 9.472, 1.373, 1.771, 5.700, 52.187, 1213, 0, 1213, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 20.213, 195.312, 1.089, 5.800, 9.663, 1.379, 1.781, 5.800, 52.138, 1188, 0, 1188, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 19.977, 195.312, 1.073, 5.900, 9.777, 1.385, 1.789, 5.900, 52.096, 1174, 0, 1174, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 19.625, 195.312, 1.015, 6.000, 9.952, 1.389, 1.796, 5.999, 52.063, 1153, 0, 1153, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 19.390, 195.312, 1.043, 6.100, 10.073, 1.397, 1.808, 6.099, 52.004, 1138, 0, 1138, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 19.178, 195.312, 1.005, 6.200, 10.184, 1.398, 1.812, 6.200, 51.987, 1126, 0, 1126, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 18.780, 195.312, 1.010, 6.300, 10.400, 1.399, 1.818, 6.299, 51.958, 1106, 0, 1106, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 18.556, 195.312, 0.958, 6.400, 10.526, 1.404, 1.826, 6.400, 51.920, 1093, 0, 1093, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 18.394, 195.312, 0.963, 6.500, 10.619, 1.407, 1.832, 6.500, 51.889, 1083, 0, 1083, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 18.360, 195.312, 0.910, 6.600, 10.638, 1.413, 1.841, 6.599, 51.846, 1081, 0, 1081, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 18.285, 195.312, 1.066, 6.700, 10.681, 1.416, 1.847, 6.700, 51.821, 1077, 0, 1077, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 18.157, 195.312, 0.950, 6.800, 10.757, 1.419, 1.853, 6.800, 51.793, 1069, 0, 1069, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 17.996, 195.312, 0.995, 6.900, 10.853, 1.424, 1.863, 6.899, 51.745, 1059, 0, 1059, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 17.803, 195.312, 0.918, 7.000, 10.971, 1.429, 1.872, 7.000, 51.702, 1049, 0, 1049, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 17.577, 195.312, 0.966, 7.100, 11.112, 1.434, 1.880, 7.098, 51.667, 1035, 0, 1035, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 17.529, 195.312, 0.893, 7.200, 11.142, 1.436, 1.885, 7.199, 51.641, 1032, 0, 1032, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 17.430, 195.312, 0.925, 7.300, 11.206, 1.441, 1.894, 7.300, 51.600, 1026, 0, 1026, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 17.262, 195.312, 0.869, 7.400, 11.315, 1.444, 1.900, 7.399, 51.575, 1016, 0, 1016, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 17.097, 195.312, 0.898, 7.500, 11.424, 1.447, 1.907, 7.499, 51.544, 1006, 0, 1006, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 17.050, 195.312, 0.909, 7.600, 11.455, 1.451, 1.916, 7.600, 51.502, 1003, 0, 1003, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 16.969, 195.312, 0.937, 7.700, 11.510, 1.456, 1.927, 7.699, 51.453, 999, 0, 999, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 16.928, 195.312, 0.973, 7.800, 11.538, 1.459, 1.932, 7.800, 51.429, 997, 0, 997, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 16.820, 195.312, 0.930, 7.900, 11.612, 1.465, 1.944, 7.900, 51.377, 991, 0, 991, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 16.765, 195.312, 0.922, 8.000, 11.650, 1.470, 1.955, 7.998, 51.326, 988, 0, 988, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 16.724, 195.312, 0.850, 8.100, 11.679, 1.473, 1.962, 8.100, 51.297, 985, 0, 985, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 16.630, 195.312, 0.901, 8.200, 11.745, 1.476, 1.967, 8.196, 51.274, 980, 0, 980, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 16.558, 195.312, 0.848, 8.300, 11.796, 1.484, 1.983, 8.299, 51.203, 976, 0, 976, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 16.506, 195.312, 0.907, 8.400, 11.833, 1.487, 1.989, 8.400, 51.176, 973, 0, 973, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 16.434, 195.312, 0.885, 8.500, 11.885, 1.491, 1.998, 8.500, 51.138, 969, 0, 969, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 16.396, 195.312, 0.921, 8.600, 11.913, 1.497, 2.010, 8.599, 51.086, 967, 0, 967, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 16.310, 195.312, 0.898, 8.700, 11.975, 1.502, 2.021, 8.699, 51.039, 962, 0, 962, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 16.186, 195.312, 0.879, 8.800, 12.067, 1.512, 2.041, 8.800, 50.954, 954, 0, 954, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 16.088, 195.312, 0.871, 8.900, 12.140, 1.516, 2.049, 8.899, 50.918, 948, 0, 948, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 16.049, 195.312, 0.837, 9.000, 12.170, 1.518, 2.053, 8.999, 50.902, 947, 0, 947, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 15.932, 195.312, 0.872, 9.100, 12.259, 1.525, 2.066, 9.099, 50.849, 939, 0, 939, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 15.823, 195.312, 0.801, 9.200, 12.343, 1.532, 2.081, 9.200, 50.786, 932, 0, 932, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 15.713, 195.312, 0.793, 9.300, 12.430, 1.542, 2.099, 9.300, 50.710, 926, 0, 926, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 15.688, 195.312, 0.869, 9.400, 12.449, 1.547, 2.111, 9.399, 50.660, 925, 0, 925, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 15.695, 195.312, 0.852, 9.500, 12.444, 1.555, 2.128, 9.499, 50.590, 925, 0, 925, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 15.645, 195.312, 0.812, 9.600, 12.484, 1.559, 2.135, 9.598, 50.563, 922, 0, 922, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 15.613, 195.312, 0.881, 9.700, 12.509, 1.563, 2.144, 9.700, 50.526, 920, 0, 920, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 15.579, 195.312, 0.825, 9.800, 12.537, 1.566, 2.149, 9.800, 50.506, 918, 0, 918, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 15.487, 195.312, 0.839, 9.900, 12.611, 1.570, 2.159, 9.900, 50.465, 913, 0, 913, 0, 0
obs_spitzer_50000, PWPR(2), 195.312, 15.455, 195.312, 0.836, 10.000, 12.637, 1.572, 2.163, 10.000, 50.448, 911, 0, 911, 0, 0
obs_spitzer_50000, PWPR(3), 195.312, 191.089, 195.312, 8.533, 1.000, 1.022, 0.227, 0.355, 1.000, 66.136, 9628, 0, 0, 9628, 0
obs_spitzer_50000, PWPR(3), 195.312, 183.834, 195.312, 8.048, 1.100, 1.062, 0.273, 0.411, 1.100, 64.875, 9252, 0, 0, 9252, 0
obs_spitzer_50000, PWPR(3), 195.312, 176.629, 195.312, 7.682, 1.200, 1.106, 0.320, 0.467, 1.200, 63.771, 8882, 0, 0, 8882, 0
obs_spitzer_50000, PWPR(3), 195.312, 169.319, 195.312, 7.533, 1.300, 1.154, 0.367, 0.521, 1.300, 62.814, 8510, 0, 0, 8510, 0
obs_spitzer_50000, PWPR(3), 195.312, 162.378, 195.312, 7.044, 1.400, 1.203, 0.415, 0.576, 1.400, 61.935, 8153, 0, 0, 8153, 0
obs_spitzer_50000, PWPR(3), 195.312, 154.690, 195.312, 6.669, 1.500, 1.263, 0.465, 0.633, 1.500, 61.125, 7764, 0, 0, 7764, 0
obs_spitzer_50000, PWPR(3), 195.312, 147.140, 195.312, 6.409, 1.600, 1.327, 0.516, 0.689, 1.600, 60.380, 7379, 0, 0, 7379, 0
obs_spitzer_50000, PWPR(3), 195.312, 140.574, 195.312, 6.077, 1.700, 1.389, 0.561, 0.742, 1.700, 59.746, 7047, 0, 0, 7047, 0
obs_spitzer_50000, PWPR(3), 195.312, 133.188, 195.312, 6.106, 1.800, 1.466, 0.608, 0.795, 1.800, 59.145, 6669, 0, 0, 6669, 0
obs_spitzer_50000, PWPR(3), 195.312, 126.352, 195.312, 5.466, 1.900, 1.546, 0.655, 0.847, 1.900, 58.590, 6320, 0, 0, 6320, 0
obs_spitzer_50000, PWPR(3), 195.312, 119.887, 195.312, 5.173, 2.000, 1.629, 0.703, 0.902, 2.000, 58.042, 5991, 0, 0, 5991, 0
obs_spitzer_50000, PWPR(3), 195.312, 113.689, 195.312, 4.791, 2.100, 1.718, 0.745, 0.951, 2.100, 57.585, 5678, 0, 0, 5678, 0
obs_spitzer_50000, PWPR(3), 195.312, 106.836, 195.312, 4.593, 2.200, 1.828, 0.790, 1.002, 2.200, 57.129, 5324, 0, 0, 5324, 0
obs_spitzer_50000, PWPR(3), 195.312, 100.362, 195.312, 4.585, 2.300, 1.946, 0.833, 1.052, 2.300, 56.711, 5001, 0, 0, 5001, 0
obs_spitzer_50000, PWPR(3), 195.312, 94.580, 195.312, 4.346, 2.400, 2.065, 0.868, 1.094, 2.400, 56.369, 4710, 0, 0, 4710, 0
obs_spitzer_50000, PWPR(3), 195.312, 88.603, 195.312, 3.831, 2.500, 2.204, 0.905, 1.137, 2.500, 56.033, 4411, 0, 0, 4411, 0
obs_spitzer_50000, PWPR(3), 195.312, 83.261, 195.312, 3.591, 2.600, 2.346, 0.942, 1.181, 2.600, 55.704, 4139, 0, 0, 4139, 0
obs_spitzer_50000, PWPR(3), 195.312, 78.167, 195.312, 3.372, 2.700, 2.499, 0.975, 1.221, 2.700, 55.413, 3881, 0, 0, 3881, 0
obs_spitzer_50000, PWPR(3), 195.312, 73.046, 195.312, 3.197, 2.800, 2.674, 1.005, 1.259, 2.800, 55.151, 3622, 0, 0, 3622, 0
obs_spitzer_50000, PWPR(3), 195.312, 67.823, 195.312, 3.053, 2.900, 2.880, 1.037, 1.298, 2.900, 54.886, 3360, 0, 0, 3360, 0
obs_spitzer_50000, PWPR(3), 195.312, 64.140, 195.312, 3.408, 3.000, 3.045, 1.060, 1.328, 3.000, 54.683, 3173, 0, 0, 3173, 0
obs_spitzer_50000, PWPR(3), 195.312, 59.716, 195.312, 3.256, 3.100, 3.271, 1.086, 1.361, 3.100, 54.475, 2949, 0, 0, 2949, 0
obs_spitzer_50000, PWPR(3), 195.312, 56.119, 195.312, 2.920, 3.200, 3.480, 1.108, 1.389, 3.200, 54.295, 2767, 0, 0, 2767, 0
obs_spitzer_50000, PWPR(3), 195.312, 52.692, 195.312, 2.649, 3.300, 3.707, 1.130, 1.417, 3.300, 54.124, 2593, 0, 0, 2593, 0
obs_spitzer_50000, PWPR(3), 195.312, 49.577, 195.312, 2.533, 3.400, 3.940, 1.147, 1.440, 3.400, 53.985, 2439, 0, 0, 2439, 0
obs_spitzer_50000, PWPR(3), 195.312, 46.832, 195.312, 2.379, 3.500, 4.170, 1.163, 1.461, 3.500, 53.854, 2299, 0, 0, 2299, 0
obs_spitzer_50000, PWPR(3), 195.312, 44.381, 195.312, 2.201, 3.600, 4.401, 1.180, 1.484, 3.600, 53.722, 2175, 0, 0, 2175, 0
obs_spitzer_50000, PWPR(3), 195.312, 41.939, 195.312, 2.088, 3.700, 4.657, 1.197, 1.507, 3.700, 53.585, 2053, 0, 0, 2053, 0
obs_spitzer_50000, PWPR(3), 195.312, 39.942, 195.312, 2.009, 3.800, 4.890, 1.211, 1.527, 3.800, 53.472, 1955, 0, 0, 1955, 0
obs_spitzer_50000, PWPR(3), 195.312, 37.605, 195.312, 1.895, 3.900, 5.194, 1.225, 1.546, 3.900, 53.366, 1836, 0, 0, 1836, 0
obs_spitzer_50000, PWPR(3), 195.312, 36.038, 195.312, 1.824, 4.000, 5.420, 1.238, 1.565, 4.000, 53.262, 1758, 0, 0, 1758, 0
obs_spitzer_50000, PWPR(3), 195.312, 34.307, 195.312, 1.531, 4.100, 5.693, 1.252, 1.585, 4.100, 53.151, 1673, 0, 0, 1673, 0
obs_spitzer_50000, PWPR(3), 195.312, 32.899, 195.312, 1.388, 4.200, 5.937, 1.259, 1.595, 4.200, 53.092, 1604, 0, 0, 1604, 0
obs_spitzer_50000, PWPR(3), 195.312, 31.764, 195.312, 1.354, 4.300, 6.149, 1.268, 1.610, 4.300, 53.014, 1546, 0, 0, 1546, 0
obs_spitzer_50000, PWPR(3), 195.312, 30.632, 195.312, 1.334, 4.400, 6.376, 1.279, 1.625, 4.399, 52.930, 1491, 0, 0, 1491, 0
obs_spitzer_50000, PWPR(3), 195.312, 29.409, 195.312, 1.273, 4.500, 6.641, 1.288, 1.639, 4.500, 52.858, 1433, 0, 0, 1433, 0
obs_spitzer_50000, PWPR(3), 195.312, 28.407, 195.312, 1.289, 4.600, 6.875, 1.296, 1.651, 4.600, 52.794, 1383, 0, 0, 1383, 0
obs_spitzer_50000, PWPR(3), 195.312, 27.766, 195.312, 1.218, 4.700, 7.034, 1.304, 1.664, 4.700, 52.729, 1350, 0, 0, 1350, 0
obs_spitzer_50000, PWPR(3), 195.312, 26.822, 195.312, 1.200, 4.800, 7.282, 1.313, 1.677, 4.799, 52.661, 1303, 0, 0, 1303, 0
obs_spitzer_50000, PWPR(3), 195.312, 26.075, 195.312, 1.232, 4.900, 7.490, 1.320, 1.687, 4.900, 52.610, 1266, 0, 0, 1266, 0
obs_spitzer_50000, PWPR(3), 195.312, 25.614, 195.312, 1.203, 5.000, 7.625, 1.326, 1.698, 5.000, 52.549, 1242, 0, 0, 1242, 0
obs_spitzer_50000, PWPR(3), 195.312, 25.122, 195.312, 1.202, 5.100, 7.775, 1.331, 1.707, 5.099, 52.506, 1217, 0, 0, 1217, 0
obs_spitzer_50000, PWPR(3), 195.312, 24.514, 195.312, 1.082, 5.200, 7.967, 1.338, 1.718, 5.200, 52.450, 1188, 0, 0, 1188, 0
obs_spitzer_50000, PWPR(3), 195.312, 23.876, 195.312, 1.116, 5.300, 8.180, 1.345, 1.728, 5.300, 52.397, 1157, 0, 0, 1157, 0
obs_spitzer_50000, PWPR(3), 195.312, 23.233, 195.312, 1.035, 5.400, 8.407, 1.351, 1.738, 5.400, 52.349, 1126, 0, 0, 1126, 0
obs_spitzer_50000, PWPR(3), 195.312, 22.850, 195.312, 1.117, 5.500, 8.548, 1.362, 1.755, 5.499, 52.265, 1107, 0, 0, 1107, 0
obs_spitzer_50000, PWPR(3), 195.312, 22.380, 195.312, 1.023, 5.600, 8.727, 1.364, 1.761, 5.600, 52.235, 1085, 0, 0, 1085, 0
obs_spitzer_50000, PWPR(3), 195.312, 22.111, 195.312, 1.045, 5.700, 8.833, 1.374, 1.777, 5.700, 52.158, 1071, 0, 0, 1071, 0
obs_spitzer_50000, PWPR(3), 195.312, 21.697, 195.312, 0.955, 5.800, 9.002, 1.380, 1.786, 5.800, 52.114, 1051, 0, 0, 1051, 0
obs_spitzer_50000, PWPR(3), 195.312, 21.419, 195.312, 1.015, 5.900, 9.119, 1.385, 1.795, 5.900, 52.071, 1038, 0, 0, 1038, 0
obs_spitzer_50000, PWPR(3), 195.312, 21.106, 195.312, 0.913, 6.000, 9.254, 1.394, 1.808, 6.000, 52.005, 1023, 0, 0, 1023, 0
obs_spitzer_50000, PWPR(3), 195.312, 20.704, 195.312, 0.986, 6.100, 9.434, 1.397, 1.815, 6.099, 51.973, 1003, 0, 0, 1003, 0
obs_spitzer_50000, PWPR(3), 195.312, 20.474, 195.312, 0.896, 6.200, 9.540, 1.403, 1.826, 6.199, 51.921, 992, 0, 0, 992, 0
obs_spitzer_50000, PWPR(3), 195.312, 20.300, 195.312, 0.947, 6.300, 9.621, 1.409, 1.837, 6.299, 51.868, 983, 0, 0, 983, 0
obs_spitzer_50000, PWPR(3), 195.312, 20.162, 195.312, 0.864, 6.400, 9.687, 1.414, 1.846, 6.400, 51.825, 976, 0, 0, 976, 0
obs_spitzer_50000, PWPR(3), 195.312, 20.004, 195.312, 0.862, 6.500, 9.764, 1.418, 1.853, 6.499, 51.792, 968, 0, 0, 968, 0
obs_spitzer_50000, PWPR(3), 195.312, 19.854, 195.312, 0.881, 6.600, 9.838, 1.425, 1.864, 6.599, 51.742, 961, 0, 0, 961, 0
obs_spitzer_50000, PWPR(3), 195.312, 19.768, 195.312, 0.825, 6.700, 9.880, 1.427, 1.869, 6.700, 51.720, 956, 0, 0, 956, 0
obs_spitzer_50000, PWPR(3), 195.312, 19.562, 195.312, 0.883, 6.800, 9.985, 1.434, 1.879, 6.800, 51.669, 946, 0, 0, 946, 0
