fname, cmd, raw.kb, zip.kb, dec.kb, elapsed.ms, eps, CR, MAE, RMSE, L.inf, PSNR.dB, tot-segs, deg-1, deg-2, deg-3, deg-4
obs_spitzer_50000, PWPR(3), 195.312, 19.480, 195.312, 0.833, 6.900, 10.026, 1.440, 1.891, 6.900, 51.614, 942, 0, 0, 942, 0
obs_spitzer_50000, PWPR(3), 195.312, 19.312, 195.312, 0.875, 7.000, 10.114, 1.442, 1.895, 6.999, 51.598, 934, 0, 0, 934, 0
obs_spitzer_50000, PWPR(3), 195.312, 19.118, 195.312, 0.843, 7.100, 10.216, 1.448, 1.906, 7.100, 51.546, 924, 0, 0, 924, 0
obs_spitzer_50000, PWPR(3), 195.312, 18.913, 195.312, 0.799, 7.200, 10.327, 1.455, 1.918, 7.200, 51.494, 914, 0, 0, 914, 0
obs_spitzer_50000, PWPR(3), 195.312, 18.812, 195.312, 0.864, 7.300, 10.382, 1.460, 1.927, 7.299, 51.453, 909, 0, 0, 909, 0
obs_spitzer_50000, PWPR(3), 195.312, 18.672, 195.312, 0.796, 7.400, 10.460, 1.461, 1.932, 7.400, 51.429, 903, 0, 0, 903, 0
obs_spitzer_50000, PWPR(3), 195.312, 18.511, 195.312, 0.770, 7.500, 10.551, 1.464, 1.939, 7.499, 51.400, 895, 0, 0, 895, 0
obs_spitzer_50000, PWPR(3), 195.312, 18.373, 195.312, 0.839, 7.600, 10.630, 1.467, 1.945, 7.600, 51.372, 889, 0, 0, 889, 0
obs_spitzer_50000, PWPR(3), 195.312, 18.250, 195.312, 0.783, 7.700, 10.702, 1.472, 1.955, 7.700, 51.325, 883, 0, 0, 883, 0
obs_spitzer_50000, PWPR(3), 195.312, 18.188, 195.312, 0.808, 7.800, 10.739, 1.476, 1.963, 7.800, 51.290, 880, 0, 0, 880, 0
obs_spitzer_50000, PWPR(3), 195.312, 18.032, 195.312, 0.844, 7.900, 10.831, 1.480, 1.971, 7.899, 51.256, 872, 0, 0, 872, 0
obs_spitzer_50000, PWPR(3), 195.312, 17.949, 195.312, 0.803, 8.000, 10.881, 1.480, 1.973, 8.000, 51.248, 868, 0, 0, 868, 0
obs_spitzer_50000, PWPR(3), 195.312, 17.838, 195.312, 0.848, 8.100, 10.949, 1.486, 1.985, 8.099, 51.196, 864, 0, 0, 864, 0
obs_spitzer_50000, PWPR(3), 195.312, 17.725, 195.312, 0.824, 8.200, 11.019, 1.492, 1.994, 8.200, 51.153, 858, 0, 0, 858, 0
obs_spitzer_50000, PWPR(3), 195.312, 17.711, 195.312, 0.819, 8.300, 11.028, 1.498, 2.007, 8.300, 51.099, 857, 0, 0, 857, 0
obs_spitzer_50000, PWPR(3), 195.312, 17.594, 195.312, 0.794, 8.400, 11.101, 1.501, 2.014, 8.400, 51.067, 852, 0, 0, 852, 0
obs_spitzer_50000, PWPR(3), 195.312, 17.518, 195.312, 0.762, 8.500, 11.150, 1.505, 2.022, 8.500, 51.036, 848, 0, 0, 848, 0
obs_spitzer_50000, PWPR(3), 195.312, 17.354, 195.312, 0.827, 8.600, 11.254, 1.507, 2.028, 8.598, 51.007, 840, 0, 0, 840, 0
obs_spitzer_50000, PWPR(3), 195.312, 17.304, 195.312, 0.789, 8.700, 11.287, 1.508, 2.031, 8.699, 50.995, 837, 0, 0, 837, 0
obs_spitzer_50000, PWPR(3), 195.312, 17.148, 195.312, 0.782, 8.800, 11.390, 1.510, 2.037, 8.800, 50.969, 830, 0, 0, 830, 0
obs_spitzer_50000, PWPR(3), 195.312, 17.046, 195.312, 0.784, 8.900, 11.458, 1.516, 2.051, 8.898, 50.911, 826, 0, 0, 826, 0
obs_spitzer_50000, PWPR(3), 195.312, 17.013, 195.312, 0.724, 9.000, 11.480, 1.520, 2.059, 9.000, 50.877, 824, 0, 0, 824, 0
obs_spitzer_50000, PWPR(3), 195.312, 16.927, 195.312, 0.783, 9.100, 11.539, 1.525, 2.069, 9.098, 50.836, 819, 0, 0, 819, 0
obs_spitzer_50000, PWPR(3), 195.312, 16.847, 195.312, 0.755, 9.200, 11.594, 1.527, 2.074, 9.199, 50.813, 815, 0, 0, 815, 0
obs_spitzer_50000, PWPR(3), 195.312, 16.775, 195.312, 0.727, 9.300, 11.643, 1.529, 2.079, 9.297, 50.793, 812, 0, 0, 812, 0
obs_spitzer_50000, PWPR(3), 195.312, 16.732, 195.312, 0.776, 9.400, 11.673, 1.534, 2.088, 9.398, 50.755, 810, 0, 0, 810, 0
obs_spitzer_50000, PWPR(3), 195.312, 16.642, 195.312, 0.754, 9.500, 11.736, 1.537, 2.098, 9.499, 50.715, 805, 0, 0, 805, 0
obs_spitzer_50000, PWPR(3), 195.312, 16.600, 195.312, 0.718, 9.600, 11.766, 1.541, 2.104, 9.600, 50.687, 803, 0, 0, 803, 0
obs_spitzer_50000, PWPR(3), 195.312, 16.531, 195.312, 0.774, 9.700, 11.815, 1.544, 2.112, 9.700, 50.656, 799, 0, 0, 799, 0
obs_spitzer_50000, PWPR(3), 195.312, 16.460, 195.312, 0.704, 9.800, 11.866, 1.550, 2.126, 9.800, 50.599, 796, 0, 0, 796, 0
obs_spitzer_50000, PWPR(3), 195.312, 16.419, 195.312, 0.723, 9.900, 11.896, 1.552, 2.131, 9.899, 50.579, 794, 0, 0, 794, 0
obs_spitzer_50000, PWPR(3), 195.312, 16.341, 195.312, 0.722, 10.000, 11.952, 1.555, 2.139, 9.999, 50.543, 790, 0, 0, 790, 0
obs_spitzer_50000, PFPL, 195.312, 25.362, 195.312, 0.004, 1.000, 7.701, 0.471, 0.555, 1.000, 62.258, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 23.928, 195.312, 0.003, 1.100, 8.163, 0.538, 0.628, 1.100, 61.185, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 23.635, 195.312, 0.007, 1.200, 8.264, 0.595, 0.704, 1.200, 60.196, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 21.653, 195.312, 0.003, 1.300, 9.020, 0.648, 0.779, 1.300, 59.322, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 21.367, 195.312, 0.003, 1.400, 9.141, 0.689, 0.808, 1.399, 59.000, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 20.627, 195.312, 0.003, 1.500, 9.469, 0.731, 0.855, 1.500, 58.515, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 20.505, 195.312, 0.003, 1.600, 9.525, 0.768, 0.903, 1.600, 58.036, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 20.166, 195.312, 0.003, 1.700, 9.685, 0.826, 0.966, 1.700, 57.447, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 20.068, 195.312, 0.003, 1.800, 9.732, 0.880, 1.033, 1.800, 56.866, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 19.237, 195.312, 0.003, 1.900, 10.153, 0.934, 1.109, 1.900, 56.250, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 18.003, 195.312, 0.003, 2.000, 10.849, 0.973, 1.146, 2.000, 55.969, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 17.898, 195.312, 0.003, 2.100, 10.912, 1.010, 1.186, 2.100, 55.671, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 17.720, 195.312, 0.004, 2.200, 11.022, 1.047, 1.231, 2.199, 55.346, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 17.598, 195.312, 0.003, 2.300, 11.099, 1.090, 1.282, 2.300, 54.992, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 17.482, 195.312, 0.003, 2.400, 11.172, 1.132, 1.336, 2.399, 54.635, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 17.391, 195.312, 0.003, 2.500, 11.231, 1.173, 1.394, 2.500, 54.265, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 14.447, 195.312, 0.003, 2.600, 13.519, 1.207, 1.435, 2.599, 54.013, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 14.400, 195.312, 0.003, 2.700, 13.563, 1.234, 1.467, 2.699, 53.823, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 14.373, 195.312, 0.003, 2.800, 13.589, 1.260, 1.500, 2.797, 53.627, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 14.347, 195.312, 0.003, 2.900, 13.614, 1.287, 1.537, 2.899, 53.418, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 14.311, 195.312, 0.003, 3.000, 13.648, 1.313, 1.574, 2.998, 53.210, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 14.216, 195.312, 0.003, 3.100, 13.739, 1.342, 1.616, 3.099, 52.981, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 11.642, 195.312, 0.003, 3.200, 16.777, 1.368, 1.654, 3.200, 52.779, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 11.164, 195.312, 0.003, 3.300, 17.495, 1.384, 1.675, 3.300, 52.668, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 11.107, 195.312, 0.003, 3.400, 17.584, 1.401, 1.699, 3.400, 52.543, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 11.042, 195.312, 0.004, 3.500, 17.688, 1.417, 1.724, 3.497, 52.419, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 10.976, 195.312, 0.003, 3.600, 17.795, 1.435, 1.751, 3.598, 52.282, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 10.914, 195.312, 0.003, 3.700, 17.895, 1.452, 1.778, 3.700, 52.151, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 9.951, 195.312, 0.003, 3.800, 19.627, 1.469, 1.806, 3.800, 52.015, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 8.724, 195.312, 0.003, 3.900, 22.389, 1.481, 1.823, 3.899, 51.932, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 8.700, 195.312, 0.003, 4.000, 22.449, 1.491, 1.839, 3.999, 51.856, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 8.641, 195.312, 0.003, 4.100, 22.604, 1.501, 1.856, 4.098, 51.779, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 8.607, 195.312, 0.003, 4.200, 22.691, 1.512, 1.874, 4.198, 51.695, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 8.577, 195.312, 0.003, 4.300, 22.771, 1.520, 1.890, 4.300, 51.619, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 8.411, 195.312, 0.003, 4.400, 23.221, 1.530, 1.908, 4.400, 51.536, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 7.058, 195.312, 0.003, 4.500, 27.674, 1.538, 1.922, 4.500, 51.475, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 6.998, 195.312, 0.003, 4.600, 27.910, 1.543, 1.931, 4.599, 51.433, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 6.979, 195.312, 0.003, 4.700, 27.984, 1.549, 1.942, 4.700, 51.384, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 6.958, 195.312, 0.003, 4.800, 28.070, 1.555, 1.953, 4.780, 51.335, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 6.921, 195.312, 0.003, 4.900, 28.221, 1.562, 1.966, 4.896, 51.276, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 6.849, 195.312, 0.003, 5.000, 28.518, 1.568, 1.979, 5.000, 51.220, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 6.033, 195.312, 0.005, 5.100, 32.373, 1.575, 1.992, 5.100, 51.163, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 5.703, 195.312, 0.003, 5.200, 34.247, 1.580, 2.000, 5.196, 51.130, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 5.637, 195.312, 0.003, 5.300, 34.650, 1.584, 2.008, 5.296, 51.092, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 5.558, 195.312, 0.004, 5.400, 35.143, 1.590, 2.019, 5.398, 51.048, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 5.524, 195.312, 0.003, 5.500, 35.354, 1.594, 2.027, 5.500, 51.012, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 5.454, 195.312, 0.003, 5.600, 35.810, 1.600, 2.038, 5.599, 50.963, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 5.150, 195.312, 0.003, 5.700, 37.922, 1.605, 2.048, 5.699, 50.921, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.891, 195.312, 0.003, 5.800, 39.936, 1.609, 2.057, 5.800, 50.886, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.872, 195.312, 0.003, 5.900, 40.088, 1.615, 2.067, 5.893, 50.843, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.868, 195.312, 0.003, 6.000, 40.120, 1.620, 2.078, 5.990, 50.798, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.846, 195.312, 0.003, 6.100, 40.306, 1.625, 2.088, 6.099, 50.756, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.835, 195.312, 0.003, 6.200, 40.396, 1.629, 2.096, 6.198, 50.721, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.734, 195.312, 0.003, 6.300, 41.254, 1.635, 2.106, 6.300, 50.679, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.519, 195.312, 0.003, 6.400, 43.225, 1.640, 2.115, 6.400, 50.642, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.478, 195.312, 0.003, 6.500, 43.621, 1.644, 2.124, 6.500, 50.607, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.472, 195.312, 0.003, 6.600, 43.678, 1.647, 2.130, 6.597, 50.581, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.465, 195.312, 0.003, 6.700, 43.745, 1.649, 2.137, 6.697, 50.552, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.462, 195.312, 0.003, 6.800, 43.773, 1.650, 2.140, 6.798, 50.541, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.423, 195.312, 0.003, 6.900, 44.160, 1.651, 2.144, 6.900, 50.523, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.302, 195.312, 0.003, 7.000, 45.403, 1.653, 2.150, 6.999, 50.502, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.239, 195.312, 0.003, 7.100, 46.072, 1.653, 2.152, 7.093, 50.493, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.224, 195.312, 0.003, 7.200, 46.243, 1.652, 2.152, 7.197, 50.492, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.209, 195.312, 0.003, 7.300, 46.404, 1.654, 2.155, 7.282, 50.481, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.192, 195.312, 0.003, 7.400, 46.587, 1.658, 2.164, 7.399, 50.442, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.184, 195.312, 0.003, 7.500, 46.685, 1.659, 2.169, 7.499, 50.424, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.100, 195.312, 0.003, 7.600, 47.642, 1.661, 2.173, 7.597, 50.409, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.033, 195.312, 0.003, 7.700, 48.426, 1.664, 2.181, 7.693, 50.377, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.019, 195.312, 0.003, 7.800, 48.603, 1.670, 2.191, 7.791, 50.336, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.021, 195.312, 0.003, 7.900, 48.567, 1.676, 2.203, 7.885, 50.289, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.023, 195.312, 0.003, 8.000, 48.544, 1.681, 2.216, 7.980, 50.239, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.018, 195.312, 0.003, 8.100, 48.614, 1.688, 2.231, 8.096, 50.179, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 4.011, 195.312, 0.003, 8.200, 48.697, 1.693, 2.241, 8.197, 50.140, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.952, 195.312, 0.003, 8.300, 49.419, 1.700, 2.255, 8.291, 50.085, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.942, 195.312, 0.003, 8.400, 49.542, 1.704, 2.265, 8.380, 50.047, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.919, 195.312, 0.003, 8.500, 49.838, 1.710, 2.278, 8.497, 50.000, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.897, 195.312, 0.003, 8.600, 50.113, 1.713, 2.286, 8.586, 49.967, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.866, 195.312, 0.003, 8.700, 50.518, 1.717, 2.296, 8.699, 49.929, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.841, 195.312, 0.003, 8.800, 50.852, 1.719, 2.303, 8.800, 49.904, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.808, 195.312, 0.003, 8.900, 51.295, 1.720, 2.306, 8.895, 49.892, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.751, 195.312, 0.003, 9.000, 52.070, 1.721, 2.309, 8.970, 49.879, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.718, 195.312, 0.004, 9.100, 52.535, 1.722, 2.314, 9.086, 49.863, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.706, 195.312, 0.003, 9.200, 52.701, 1.724, 2.322, 9.172, 49.833, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.679, 195.312, 0.003, 9.300, 53.093, 1.724, 2.326, 9.294, 49.817, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.663, 195.312, 0.003, 9.400, 53.319, 1.724, 2.327, 9.378, 49.814, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.634, 195.312, 0.003, 9.500, 53.749, 1.725, 2.331, 9.495, 49.799, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.599, 195.312, 0.003, 9.600, 54.274, 1.724, 2.332, 9.592, 49.796, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.587, 195.312, 0.003, 9.700, 54.451, 1.724, 2.335, 9.681, 49.785, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.563, 195.312, 0.003, 9.800, 54.810, 1.723, 2.334, 9.781, 49.787, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.557, 195.312, 0.003, 9.900, 54.915, 1.721, 2.331, 9.884, 49.799, 0, 0, 0, 0, 0
obs_spitzer_50000, PFPL, 195.312, 3.529, 195.312, 0.003, 10.000, 55.340, 1.721, 2.334, 9.992, 49.788, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 18.617, 195.312, 0.004, 1.000, 10.491, 0.499, 0.576, 1.000, 61.936, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 17.703, 195.312, 0.003, 1.100, 11.033, 0.548, 0.633, 1.100, 61.117, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 16.928, 195.312, 0.004, 1.200, 11.538, 0.598, 0.691, 1.200, 60.360, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 16.718, 195.312, 0.004, 1.300, 11.683, 0.652, 0.752, 1.300, 59.624, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 15.621, 195.312, 0.006, 1.400, 12.503, 0.699, 0.807, 1.400, 59.014, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 15.473, 195.312, 0.004, 1.500, 12.623, 0.753, 0.869, 1.500, 58.367, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 14.537, 195.312, 0.004, 1.600, 13.435, 0.798, 0.921, 1.600, 57.863, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 13.983, 195.312, 0.003, 1.700, 13.967, 0.848, 0.979, 1.700, 57.335, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 13.389, 195.312, 0.004, 1.800, 14.588, 0.898, 1.037, 1.800, 56.834, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 13.021, 195.312, 0.003, 1.900, 15.000, 0.948, 1.095, 1.900, 56.358, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 12.561, 195.312, 0.003, 2.000, 15.550, 1.001, 1.156, 2.000, 55.891, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 12.191, 195.312, 0.003, 2.100, 16.021, 1.048, 1.211, 2.100, 55.489, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 13.433, 195.312, 0.004, 2.200, 14.540, 0.922, 1.089, 2.200, 56.405, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 11.521, 195.312, 0.003, 2.300, 16.953, 1.143, 1.321, 2.300, 54.734, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 11.188, 195.312, 0.003, 2.400, 17.458, 1.186, 1.373, 2.400, 54.397, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 10.828, 195.312, 0.003, 2.500, 18.038, 1.228, 1.424, 2.500, 54.077, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 10.485, 195.312, 0.003, 2.600, 18.627, 1.272, 1.477, 2.600, 53.763, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 10.207, 195.312, 0.005, 2.700, 19.135, 1.312, 1.527, 2.700, 53.474, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 11.430, 195.312, 0.003, 2.800, 17.088, 1.141, 1.355, 2.800, 54.509, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 9.687, 195.312, 0.003, 2.900, 20.163, 1.390, 1.623, 2.900, 52.945, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 9.369, 195.312, 0.003, 3.000, 20.846, 1.423, 1.665, 3.000, 52.723, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 9.155, 195.312, 0.003, 3.100, 21.333, 1.455, 1.706, 3.100, 52.509, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 10.353, 195.312, 0.003, 3.200, 18.866, 1.275, 1.518, 3.200, 53.526, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 8.603, 195.312, 0.003, 3.300, 22.704, 1.515, 1.787, 3.300, 52.109, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 8.331, 195.312, 0.003, 3.400, 23.444, 1.530, 1.812, 3.400, 51.986, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 8.055, 195.312, 0.003, 3.500, 24.248, 1.555, 1.848, 3.500, 51.816, 0, 0, 0, 0, 0
obs_spitzer_50000, SZ3, 195.312, 8.417, 195.312, 0.003, 3.600, 23.205, 1.630, 1.928, 3.600, 51.446, 0, 0, 0, 0, 0
